variable_code,variable_name,unit,method,variable_type,variable_subtype,R_display,valence,flux_convertible,molecule,notes,val_min,val_max
vb_bare_cover_sd,Watershed Standard Deviation Bare Cover,%,UNKNOWN,ws_char,MODIS Land Cover,NA,NA,0,NA,NA,NA,NA
vb_fpar_max,Annual Maximum FPAR,%,UNKNOWN,ws_char,Fraction of Absorbed Photosynthetically Active Radiation,NA,NA,0,NA,NA,NA,NA
vb_fpar_mean,Annual Mean FPAR,%,UNKNOWN,ws_char,Fraction of Absorbed Photosynthetically Active Radiation,NA,NA,0,NA,NA,NA,NA
vb_fpar_median,Daily Median,%,UNKNOWN,ws_char,Fraction of Absorbed Photosynthetically Active Radiation,NA,NA,0,NA,NA,NA,NA
vb_fpar_min,Annual Minimum FPAR,%,UNKNOWN,ws_char,Fraction of Absorbed Photosynthetically Active Radiation,NA,NA,0,NA,NA,NA,NA
vb_fpar_sd,Daily Standard Deviation,%,UNKNOWN,ws_char,Fraction of Absorbed Photosynthetically Active Radiation,NA,NA,0,NA,NA,NA,NA
vb_fpar_sd_space,Watershed Standard Deviation FPAR,%,UNKNOWN,ws_char,Fraction of Absorbed Photosynthetically Active Radiation,NA,NA,0,NA,NA,NA,NA
vb_fpar_sd_year,Annual Standard Deviation FPAR,%,UNKNOWN,ws_char,Fraction of Absorbed Photosynthetically Active Radiation,NA,NA,0,NA,NA,NA,NA
vb_lai_max,Annual Maximum LAI,m2/m2,UNKNOWN,ws_char,Leaf Area Index,NA,NA,0,NA,NA,NA,NA
vb_lai_mean,Annual Mean LAI,m2/m2,UNKNOWN,ws_char,Leaf Area Index,NA,NA,0,NA,NA,NA,NA
vb_lai_median,Daily Median,m2/m2,UNKNOWN,ws_char,Leaf Area Index,NA,NA,0,NA,NA,NA,NA
vb_lai_min,Annual Minimum LAI,m2/m2,UNKNOWN,ws_char,Leaf Area Index,NA,NA,0,NA,NA,NA,NA
vb_lai_sd,Daily Standard Deviation,m2/m2,UNKNOWN,ws_char,Leaf Area Index,NA,NA,0,NA,NA,NA,NA
vb_lai_sd_space,Watershed Standard Deviation LAI,m2/m2,UNKNOWN,ws_char,Leaf Area Index,NA,NA,0,NA,NA,NA,NA
vb_lai_sd_year,Annual Standard Deviation LAI,m2/m2,UNKNOWN,ws_char,Leaf Area Index,NA,NA,0,NA,NA,NA,NA
vb_ndvi_max,Annual Maximum NDVI,unitless,UNKNOWN,ws_char,NDVI,NA,NA,0,NA,NA,NA,NA
vb_ndvi_mean,Annual NDVI Mean,unitless,UNKNOWN,ws_char,NDVI,NA,NA,0,NA,NA,NA,NA
vb_ndvi_median,Daily Median NDVI,unitless,UNKNOWN,ws_char,NDVI,NA,NA,0,NA,NA,NA,NA
vb_ndvi_min,Annual NDVI Minimum,unitless,UNKNOWN,ws_char,NDVI,NA,NA,0,NA,NA,NA,NA
vb_ndvi_sd,Daily NDVI Standard Deviation,unitless,UNKNOWN,ws_char,NDVI,NA,NA,0,NA,NA,NA,NA
vb_ndvi_sd_space,Annual Mean spatial Standard Deviation,unitless,UNKNOWN,ws_char,NDVI,NA,NA,0,NA,NA,NA,NA
vb_ndvi_sd_year,Annual NDVI Standard Deviation,unitless,UNKNOWN,ws_char,NDVI,NA,NA,0,NA,NA,NA,NA
vb_tree_cover_median,Watershed Median Tree Cover,%,UNKNOWN,ws_char,MODIS Land Cover,NA,NA,0,NA,NA,NA,NA
vb_tree_cover_sd,Watershed Standard Deviation Tree Cover,%,UNKNOWN,ws_char,MODIS Land Cover,NA,NA,0,NA,NA,NA,NA
vb_veg_cover_median,Watershed Median Non-Tree Vegetation,%,UNKNOWN,ws_char,MODIS Land Cover,NA,NA,0,NA,NA,NA,NA
vb_veg_cover_sd,Watershed Standard Deviation Non-Tree Vegetation,%,UNKNOWN,ws_char,MODIS Land Cover,NA,NA,0,NA,NA,NA,NA
vd_eos_mean,End of Growing Season Watershed Mean,DOY,UNKNOWN,ws_char,Phenology,NA,NA,0,NA,NA,NA,NA
vd_eos_sd,End of Growing Season Standard Deviation,DOY,UNKNOWN,ws_char,Phenology,NA,NA,0,NA,NA,NA,NA
vd_los_mean,Length of Growing Season Watershed Mean,DOY,UNKNOWN,ws_char,Phenology,NA,NA,0,NA,NA,NA,NA
vd_los_sd,Length of Growing Season Watershed Standard Deviation,DOY,UNKNOWN,ws_char,Phenology,NA,NA,0,NA,NA,NA,NA
vd_mos_mean,Max Day in Growing Season Watershed Mean,DOY,UNKNOWN,ws_char,Phenology,NA,NA,0,NA,NA,NA,NA
vd_mos_sd,Max Day in Growing Season Watershed Standard Deviation,DOY,UNKNOWN,ws_char,Phenology,NA,NA,0,NA,NA,NA,NA
vd_sos_mean,Start of Growing Season Watershed Mean,DOY,UNKNOWN,ws_char,Phenology,NA,NA,0,NA,NA,NA,NA
vd_sos_sd,Start of Growing Season Standard Deviation,DOY,UNKNOWN,ws_char,Phenology,NA,NA,0,NA,NA,NA,NA
vj_tcw_max,Tasseled Cap Wetness Annual Maximum,unitless,UNKNOWN,ws_char,Tasseled Cap Wetness,NA,NA,0,NA,NA,NA,NA
vj_tcw_mean,Tasseled Cap Wetness Mean Annual,unitless,UNKNOWN,ws_char,Tasseled Cap Wetness,NA,NA,0,NA,NA,NA,NA
vj_tcw_median,Tasseled Cap Wetness Median,unitless,UNKNOWN,ws_char,Tasseled Cap Wetness,NA,NA,0,NA,NA,NA,NA
vj_tcw_min,Tasseled Cap Wetness Annual Minimum,unitless,UNKNOWN,ws_char,Tasseled Cap Wetness,NA,NA,0,NA,NA,NA,NA
vj_tcw_sd,Tasseled Cap Wetness Standard Deviation,unitless,UNKNOWN,ws_char,Tasseled Cap Wetness,NA,NA,0,NA,NA,NA,NA
vj_tcw_sd_year,Tasseled Cap Wetness Annual Standard Deviation,unitless,UNKNOWN,ws_char,Tasseled Cap Wetness,NA,NA,0,NA,NA,NA,NA
VSS,Volatile Suspended Sediment,mg/L,UNKNOWN,phys,Other,expression(UNKNOWN),NA,0,NA,NA,0,1000000
W,Tungsten,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,W,NA,0,1000000
Y,Yttrium,mg/L,UNKNOWN,chem_discrete,Cations,expression(Y^'+3'),3,1,Y,NA,0,1000000
Yb,Ytterbium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Yb,Not sure what valence to use,0,1000000
Zn,Zinc,mg/L,Absorption/Emission Spectrophotometer,chem_discrete,Other,expression(Zn^'+2'),2,1,Zn,NA,0,1000000
Zr,Zirconium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Zr,Not sure what valence to use,0,1000000
