domain,pretty_domain,network,pretty_network,stream,site_code,full_name,site_type,latitude,longitude,CRS,ws_area_ha,in_workflow,notes,local_time_zone,includes_snow
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_-0.47,"Kuparuk -0.47k: Kuparuk River, North Slope of Alaska, reference reach, upstream of the fertilized reach",stream_sampling_point,68.6374,-149.387,4326,11145.0026651847,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_-0.7,"Kuparuk -0.7k: Kuparuk River, North Slope of Alaska, reference reach, upstream of the fertilized reach",stream_sampling_point,68.6369,-149.384,4326,11103.6837918957,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_0,Kuparuk 0.0k: Kuparuk 0.0k,stream_sampling_point,68.6393,-149.3936,4326,11489.0998682698,1,"Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River. mike adjusted this point's location from 68.6391,-149.394 to 68.6393,-149.3936 on 20210708",America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_0.3,"Kuparuk 0.3k: Kuparuk River, North Slope of Alaska, re-fertilized reach, formerly the recovery reach after historic fertilization",stream_sampling_point,68.6407,-149.401,4326,4.73610791733889,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_0.56,"Kuparuk 0.56k: Kuparuk River, North Slope of Alaska, re-fertilized reach, formerly the recovery reach after historic fertilization",stream_gauge,68.6415,-149.4012,4326,11402.6918155918,1,"Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River. mike adjusted this point's location from 68.6421,-149.404 to 68.6415-149.4012 on 20210719",America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_0.74,"Kuparuk 0.74k: Kuparuk River, North Slope of Alaska, re-fertilized reach, formerly the recovery reach after historic fertilization",stream_sampling_point,68.644001,-149.402332,4326,0.297294936714726,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_1,"Kuparuk 1.0k: Kuparuk River, North Slope of Alaska, re-fertilized reach, formerly the recovery reach after historic fertilization",stream_sampling_point,68.6447,-149.405,4326,4.14693533722282,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_1.39,"Kuparuk 1.39k: Kuparuk River, North Slope of Alaska, re-fertilized reach, formerly the recovery reach after historic fertilization",stream_sampling_point,68.6463,-149.41,4326,2.37076005144074,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_1.5,NA,stream_sampling_point,68.64756,-149.411706,4326,13984.0236982748,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_1.8,"Kuparuk 1.8k: Kuparuk River, North Slope of Alaska, fertilized reach",stream_sampling_point,68.6478,-149.416,4326,0.593503814281288,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_2,"Kuparuk 2.0k: Kuparuk River, North Slope of Alaska, fertilized reach",stream_sampling_point,68.6495,-149.416,4326,14053.3772572348,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_2.5,"Kuparuk 2.5k: Kuparuk River, North Slope of Alaska, fertilized reach",stream_sampling_point,68.6523,-149.415,4326,14002.9086737685,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_3,"Kuparuk 3.0k: Kuparuk River, North Slope of Alaska, fertilized reach",stream_sampling_point,68.6537,-149.421,4326,4.73393226656949,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_4,"Kuparuk 4.0k: Kuparuk River, North Slope of Alaska, fertilized reach",stream_sampling_point,68.6588,-149.424,4326,14081.4153436903,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_4.1,NA,stream_sampling_point,68.659528,-149.425365,4326,14100.5985353871,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage,NA
arctic,Arctic,lter,LTER,Hershey Creek,Hershey_Creek,"Kuparuk Trib: Hershey Creek: Tributary of the Kuparuk River, North Slope of Alaska",stream_sampling_point,68.6445,-149.412,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,North River,North_River_Main,"North River Main: North River, North Slope of Alaska, Anaktuvuk River Fire Impacted Site",stream_sampling_point,69.0553,-150.399,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_-0.1,Oksrukuyik -0.1k: Oksrukuyik -0.1k,stream_sampling_point,68.6715,-149.128,4326,6968.57673719943,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_-0.3,"Oksrukuyik -0.3k: Oksrukuyik Creek, North Slope of Alaska, reference reach, upstream of the formerly fertilized reach",stream_sampling_point,68.6714,-149.131,4326,6814.01450433696,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_-0.7,"Oksrukuyik -0.7k: Oksrukuyik Creek, North Slope of Alaska, reference reach, upstream of the formerly fertilized reach",stream_sampling_point,68.671,-149.138,4326,6737.01468380317,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_-1.2,"Oksrukuyik -1.2k: Oksrukuyik Creek, North Slope of Alaska, reference reach, upstream of the formerly fertilized reach",stream_sampling_point,68.6693,-149.146,4326,5714.30918594433,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_0.23,NA,stream_sampling_point,68.674104,-149.122683,4326,7382.15624881577,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_0.48,NA,stream_sampling_point,68.674851,-149.122057,4326,7383.63130126543,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_1.06,NA,stream_sampling_point,68.6782,-149.117129,4326,7482.73851861722,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_1.37,"Oksrukuyik 1.37k: Oksrukuyik Creek, North Slope of Alaska, recovery reach, formerly fertilized reach",stream_sampling_point,68.6798,-149.114,4326,7523.4411599076,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_1.7,NA,stream_sampling_point,68.682117,-149.112195,4326,7551.46166184924,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_2.5,NA,stream_sampling_point,68.685997009277,-149.098999023438,4326,8229.725620643,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Oksrukuyik Creek,Oksrukuyik_Creek_2.7,"Oksrukuyik 2.7k: Oksrukuyik Creek, North Slope of Alaska, recovery reach, formerly fertilized reach",stream_gauge,68.686,-149.099,4326,8229.7256205744,1,Oksrukuyik Creek is gauged at one point referred to as Oksrukuyik_Creek_2.49 but we as associating Q at this site with all sampling points on the Oksrukuyik Creek,America/Anchorage,NA
arctic,Arctic,lter,LTER,Wolf Creek,Wolf_Creek,Wolf Creek: Oksrukuyik Creek Tributary,stream_sampling_point,68.6703,-149.127,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Roche Moutonnee Creek,Roche_Moutonnee_Creek_Main,"Roche Moutonnee Creek Main: Roche Moutonnee Creek, Brooks Range, Alaska, upstream of Dalton Highway crossing",stream_gauge,68.3737,-149.309,4326,8438.00922478758,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,South River,South_River_Main,"South River Main: South River, North Slope of Alaska, Anaktuvuk River Fire and Thermokarst Impacted Site",stream_sampling_point,68.9975,-150.308,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Toolik River,Toolik_Inlet_Main,"Toolik Inlet Main: Toolik Inlet, North Slope of Alaska, about 50 meters upstream of foot bridge",stream_gauge,68.6256,-149.595,4326,4440.73261810751,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Toolik River,Toolik_River_IMP,"Toolik River IMP: North Slope of Alaska, Thermokarst Impacted Stream",stream_sampling_point,68.6955,-149.208,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Toolik River,Toolik_River_REF,"Toolik River REF: North Slope of Alaska, Thermokarst Reference Stream",stream_sampling_point,68.6957,-149.205,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Toolik River,Toolik_River_TK_Above,Toolik River TK Above: Toolik River TK Above,stream_sampling_point,68.6907,-149.208,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Toolik River,Toolik_River_TK_Low,Toolik River TK Low: Toolik River TK Low,stream_sampling_point,68.6938,-149.204,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Toolik River,Toolik_River_TK_Mid,Toolik River TK Mid: Toolik River TK Mid,stream_sampling_point,68.6922,-149.207,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,Trevor Creek,Trevor_Creek_Main,"Trevor Creek Main: Trevor Creek, Brooks Range, Alaska, upstream of Dalton Highway crossing",stream_gauge,68.2824995,-149.3700461,4326,4280.21886690807,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,NA,VTK_IMP_Main,"VTK IMP Main: Impacted Valley of the Thermokarst, North Slope of Alaska, Anaktuvuk River Fire and Thermokarst Impacted Site",stream_sampling_point,68.961,-150.701,4326,NA,1,NA,America/Anchorage,NA
arctic,Arctic,lter,LTER,NA,VTK_REF_Main,"VTK REF Main: Impacted Valley of the Thermokarst, North Slope of Alaska, Anaktuvuk River Fire and Thermokarst Impacted Site",stream_sampling_point,68.9354,-150.678,4326,NA,1,NA,America/Anchorage,NA
boulder,Boulder Creek,czo,CZO,Gordon Gulch,GGL,Gordon Gulch: Lower,stream_gauge,40.012989,-105.4585063,4326,272.41325444758,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Gordon Gulch,GGU,Gordon Gulch: Upper,stream_gauge,40.0174256,-105.4751912,4326,91.3666666146492,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Boulder Creek,BC_SW_6,Sugarloaf,stream_sampling_point,40.014639,-105.322861,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Boulder Creek,BC_SW_2,Creek Path,stream_sampling_point,40.003806,-105.358397,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Boulder Creek,BC_SW_4,Orodell,stream_gauge,40.006425,-105.330453,4326,26397.2665453404,1,discharge is collected by state of colorado gauge BOCOROCO,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Boulder Creek,BC_SW_12,Magnolia,stream_sampling_point,39.990144,-105.422908,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Boulder Creek,BC_SW_14,Rockyknob,stream_sampling_point,39.98245,-105.445781,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Boulder Creek,BC_SW_17,Ridge Road,stream_sampling_point,39.972231,-105.466014,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Boulder Creek,BC_SW_18,Barker,stream_sampling_point,39.967183,-105.479797,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Boulder Creek,BC_SW_20,Nederland,stream_gauge,39.961639,-105.505789,4326,9512.97241923792,1,discharge is collected by state of colorado gauge BOCMIDCO,America/Denver,NA
boulder,Boulder Creek,czo,CZO,Betasso,BT_SW_0,Betasso,stream_sampling_point,40.007136,-105.334322,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,NA,BT_Met,Betasso Meteorological Station,rain_gauge,40.0145,-105.3373,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,NA,GGL_NF_Met,Gordon Gulch North-Facing Meteorological Met Station,rain_gauge,40.0113,-105.4714,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,NA,GGL_SF_Met,Gordon Gulch South-Facing Meteorological Tower,rain_gauge,40.014,-105.4676,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,NA,GGU_SPW1,Gordon Gulch Upper Spring 1,stream_sampling_point,40.019453,-105.476139,4326,NA,1,NA,America/Denver,NA
boulder,Boulder Creek,czo,CZO,NA,GGU_SPW2,Gordon Gulch Upper Spring 2,stream_sampling_point,40.019453,-105.474922,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,RedondoMeadow,Redondo Meadow,stream_gauge,35.8546,-106.5941,4326,593.261080250809,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,HistoryGrove,History Grove,stream_gauge,35.8759,-106.5125,4326,75.6108628476042,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,Jaramillo Creek,UpperJaramillo,Upper Jaramillo Creek,stream_gauge,35.9092,-106.5304,4326,741.450188562766,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,Jaramillo Creek,LowerJaramillo,Lower Jaramillo Creek,stream_gauge,35.8929,-106.4958,4326,2732.24985312627,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,La Jara Creek,UpperLaJara,Upper La Jara Creek,stream_gauge,35.87033,-106.527,4326,351.149135173723,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,La Jara Creek,LowerLaJara,Lower La Jara Creek,stream_gauge,35.8667,-106.5235,4326,373.28415234567,1,mike changed long from -106.525 to -106.5235 on 20210726,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,Redondo Creek,LowerRedondo,Lower Redondo Creek,stream_gauge,35.8663,-106.5978,4326,1302.28802127629,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MC_ FLUME,Mixed Conifer ZOB,stream_gauge,35.88083,-106.53575,4326,37.1871598794662,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,Marshall Gulch,MarshallGulch,Marshall Gulch Schist catchment,stream_gauge,32.427351,-110.757857,4326,159.79358126511,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,Bigelow,Bigelow Zero Order Basin,stream_gauge,32.4152,-110.7243,4326,3.97090664506893,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,OracleRidge,Oracle Ridge,stream_gauge,32.4494,-110.7399,4326,88.0602738509782,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,Redondo Creek,UpperRedondo,Upper Redondo Creek,stream_gauge,35.8929,-106.577,4326,422.937647917331,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,FLUME_MCZOB,MC ZOB Flume,stream_gauge,35.88083,-106.536,4326,37.1871598797235,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,B2_Rain1,B2 desert site rain gage 1 (GR1),rain_gauge,32.55696,-110.841,4326,NA,1,NA,America/Denver,0
catalina_jemez,Catalina-Jemez,czo,CZO,NA,B2_Rain2,B2 desert site rain gage 2 (GR2),rain_gauge,32.55537,-110.84,4326,NA,1,NA,America/Denver,0
catalina_jemez,Catalina-Jemez,czo,CZO,NA,OR_PC1,Oracle Ridge Precipitation Collector,rain_gauge,32.44983,-110.74,4326,NA,1,NA,America/Denver,0
catalina_jemez,Catalina-Jemez,czo,CZO,NA,OR_PC2,Oracle Ridge Precipitation Collector,rain_gauge,32.45005,-110.748,4326,NA,1,NA,America/Denver,0
catalina_jemez,Catalina-Jemez,czo,CZO,NA,OR_PC3,Oracle Ridge Precipitation Collector,rain_gauge,32.44906,-110.751,4326,NA,1,NA,America/Denver,0
catalina_jemez,Catalina-Jemez,czo,CZO,NA,B2D_PG,B2D Rain Collector at Granite Site,rain_gauge,32.5559,-110.841,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,B2D_PS,B2D Rain Collector at Schist Site,rain_gauge,32.55995,-110.839,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,B2D_PR,B2D Rain Collector,rain_gauge,32.55441,-110.85,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_PC1,Marshall Gulch; Schist,rain_gauge,32.42626,-110.761,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_PC2,Marshall Gulch; Fern Valley,rain_gauge,32.43098,-110.77,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_PC3,Marshall Gulch; Granite,rain_gauge,32.42956,-110.769,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,Burn_Met_Low,Burned ZOB lower met station,rain_gauge,35.851455,-106.44972,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,Burn_Met_Up,Burned ZOB upper met station,rain_gauge,35.847847,-106.44991,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MCZOB_met,mixed conifer ZOB Met,rain_gauge,35.882333,-106.5344169,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_Outlet,Marchall Gluch; Outlet,rain_gauge,32.428081,-110.759152,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_BurntMeadow,Marchall Gluch; Burnt Meadow,rain_gauge,32.4305,-110.765791,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_DoubleRock,Marchall Gluch; Double Rock,rain_gauge,32.428286,-110.763945,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_Schist_Winter,Marchall Gluch; Schist Winter,rain_gauge,32.426226,-110.761255,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_Weir,Marchall Gluch; Weir,rain_gauge,32.42725,-110.757598,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MG_Lemmon,Marchall Gluch; Mt. Lemmon,rain_gauge,32.441553999999996,-110.790975,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,MC_flux_tower,Mixed Conifer Flux Tower,rain_gauge,35.8892,-106.5322,4326,NA,1,NA,America/Denver,NA
catalina_jemez,Catalina-Jemez,czo,CZO,NA,Ponderosa_flux_tower,Ponderosa Pine flux tower,rain_gauge,35.8641,-106.5965,4326,NA,1,NA,America/Denver,NA
calhoun,Calhoun,czo,CZO,NA,reasearch_area_1,NA,rain_gauge,34.6071,-81.7238,4326,NA,1,NA,US/Eastern,0
calhoun,Calhoun,czo,CZO,NA,Tyger_River_hwy49,Tyger River at Hwy 49,stream_sampling_point,34.66616,-81.7393,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Isaacs_Creek_Bombing_Rang,Isaacs Creek at Bombing Range Rd,stream_sampling_point,34.65018,-81.7376,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Enoree_River_Jones_Ford,Enoree River at Jones Ford Rd,stream_sampling_point,34.57408,-81.7884,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Johns_Creek,Johns Creek,stream_sampling_point,34.57891,-81.7744,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Sparks_Creek,Sparks Creek,stream_sampling_point,34.61245,-81.7222,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Sparks_Creek_Seep,Sparks Creek Seep,stream_sampling_point,34.61245,-81.7225,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Upper_Padgetts_Creek,Upper Padgett's Creek,stream_sampling_point,34.59463,-81.7161,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Padgetts_Creek_Old_Buncombe,Padgett's Creek at Old Buncombe Hwy,stream_sampling_point,34.59049,-81.6907,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Padgetts_Creek_Sardis_Rd,Padgett's Creek at Sardis Rd,stream_sampling_point,34.58052,-81.6619,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Ref4_Drain,Ref 4 Drain,stream_sampling_point,34.5976,-81.6669,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Tyger_River_Sardis_Rd,Tyger River at Sardis Rd,stream_sampling_point,34.61535,-81.6665,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Ref4_Below_Bowl,Ref 4 Below Bowl,stream_sampling_point,34.59963,-81.6741,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,weir_1,Weir 1,stream_sampling_point,34.59971,-81.6838,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,weir_3,Weir 3,stream_gauge,34.6098,-81.6952,4326,4.73989805916729,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,weir_4,Weir 4,stream_gauge,34.61222,-81.6943,4326,6.53204726042579,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,Holcombes_Branch,Holcombe's Branch,stream_sampling_point,34.61308,-81.6966,4326,NA,1,NA,US/Eastern,NA
calhoun,Calhoun,czo,CZO,NA,weir_2,Weir 2,stream_gauge,34.61411,-81.6933,4326,7.31408599206745,1,NA,US/Eastern,NA
luquillo,Luquillo,lter,LTER,NA,Q1,Quebrada uno-Bisley,stream_gauge,18.315717,-65.74538,4326,6.87398372518258,1,NA,Etc/GMT-4,NA
luquillo,Luquillo,lter,LTER,NA,Q2,Quebrada dos-Bisley,stream_gauge,18.314637,-65.74629,4326,6.34778435550733,1,NA,Etc/GMT-4,NA
luquillo,Luquillo,lter,LTER,NA,Q3,Quebrada tres-Bisley,stream_gauge,18.314091,-65.747312,4326,32.7462092697066,1,NA,Etc/GMT-4,NA
luquillo,Luquillo,lter,LTER,NA,QG,Quebrada Guaba,stream_gauge,18.283889,-65.788889,4326,144.597929683885,1,usgs 50074950,Etc/GMT-4,NA
luquillo,Luquillo,lter,LTER,NA,QS,Quebrada Sonadora,stream_gauge,18.322596,-65.8184,4326,265.586111516204,1,"usgs 50063440, czo site lists the ws area as 261.59 ha",Etc/GMT-4,NA
luquillo,Luquillo,lter,LTER,NA,MG,Rio Mameyes,stream_sampling_point,18.3561,-65.7685,4326,NA,1,NA,Etc/GMT-4,NA
luquillo,Luquillo,lter,LTER,NA,RI,Rio Icacos,stream_gauge,18.275091,-65.785529,4326,337.355165941145,1,usgs 50075000,Etc/GMT-4,NA
luquillo,Luquillo,lter,LTER,NA,MPR,Puente Roto Mameyes,stream_gauge,18.326951,-65.750292,4326,1790.56214287312,1,usgs 50065500,Etc/GMT-4,NA
luquillo,Luquillo,lter,LTER,NA,El_Verde,NA,rain_gauge,18.3212,-65.8199,4326,NA,1,NA,Etc/GMT-4,0
luquillo,Luquillo,lter,LTER,NA,Bisley_Tower,NA,rain_gauge,18.3144,-65.7449,4326,NA,1,NA,Etc/GMT-4,0
fernow,Fernow,usfs,USFS,NA,WS-5,WS-5,stream_gauge,39.0525528696489,-79.6854724847227,4326,35.7503857707642,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,WS-4,WS-4,stream_gauge,39.0539284002756,-79.686952264096,4326,37.7903604547685,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,WS-2,WS-2,stream_gauge,39.0538800089031,-79.6825845648589,4326,14.8330529831782,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,WS-3,WS-3,stream_gauge,39.0541986200578,-79.685995835684,4326,33.7612423213705,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,WS-10,WS-10,stream_gauge,39.0542394444556,-79.6802015411856,4326,15.6274824911321,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,WS-1,WS-1,stream_gauge,39.0601514498466,-79.6710782773528,4326,29.7308981754943,1,NA,US/Eastern,NA
