"dataPackageID"	"systemID"	"title"	"givenName"	"middleInitial"	"surName"	"role"	"organizationName"	"email"	"onlineDescription"	"url"
"knb-lter-nwt.414.13"	"EDI"						"lter"	"lternwt@colorado.edu"	"Morse, J., M. Losleben, and Niwot Ridge LTER. 2021. Precipitation data for C1 chart recorder, 1952 - ongoing. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/15d928e07af8c614a8579620623068d4"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=414&revision=13"
"knb-lter-nwt.415.15"	"EDI"						"lter"	"lternwt@colorado.edu"	"Morse, J., M. Losleben, and Niwot Ridge LTER. 2021. Precipitation data for D1 chart recorder, 1964 - ongoing. ver 14. Environmental Data Initiative. https://doi.org/10.6073/pasta/63b912a406254df036e89c84a1b59230"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=415&revision=15"
"knb-lter-nwt.415.15"	"EDI"						"lter"	"lternwt@colorado.edu"	"Morse, J., M. Losleben, and Niwot Ridge LTER. 2021. Precipitation data for D1 chart recorder, 1964 - ongoing. ver 14. Environmental Data Initiative. https://doi.org/10.6073/pasta/63b912a406254df036e89c84a1b59230"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=415&revision=15"
"knb-lter-nwt.416.12"	"EDI"						"lter"	"lternwt@colorado.edu"	"Morse, J., M. Losleben, and Niwot Ridge LTER. 2021. Precipitation data for Saddle chart recorder, 1981 - ongoing. ver 11. Environmental Data Initiative. https://doi.org/10.6073/pasta/e95304f37fa8efac1eb99ccaf1587cd7"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=416&revision=12"
"knb-lter-nwt.416.12"	"EDI"						"lter"	"lternwt@colorado.edu"	"Morse, J., M. Losleben, and Niwot Ridge LTER. 2021. Precipitation data for Saddle chart recorder, 1981 - ongoing. ver 11. Environmental Data Initiative. https://doi.org/10.6073/pasta/e95304f37fa8efac1eb99ccaf1587cd7"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=416&revision=12"
"knb-lter-nwt.74.7"	"EDI"						"lter"	"lternwt@colorado.edu"	"Caine, T., J. Morse, and Niwot Ridge LTER. 2020. Streamflow data for Saddle stream, 1999 - ongoing. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/657d1d174636681d7a7430344b121175"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=74&revision=7"
"knb-lter-nwt.74.7"	"EDI"						"lter"	"lternwt@colorado.edu"	"Caine, T., J. Morse, and Niwot Ridge LTER. 2020. Streamflow data for Saddle stream, 1999 - ongoing. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/657d1d174636681d7a7430344b121175"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=74&revision=7"
"knb-lter-nwt.74.7"	"EDI"						"lter"	"lternwt@colorado.edu"	"Caine, T., J. Morse, and Niwot Ridge LTER. 2020. Streamflow data for Saddle stream, 1999 - ongoing. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/657d1d174636681d7a7430344b121175"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=74&revision=7"
"knb-lter-nwt.74.7"	"EDI"						"lter"	"lternwt@colorado.edu"	"Caine, T., J. Morse, and Niwot Ridge LTER. 2020. Streamflow data for Saddle stream, 1999 - ongoing. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/657d1d174636681d7a7430344b121175"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=74&revision=7"
"knb-lter-nwt.9.4"	"EDI"						"lter"	"lternwt@colorado.edu"	"Caine, N. and Niwot Ridge LTER. 2021. Streamflow data for outlet from Navajo meadow, 1994 - 2014 ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/e2abf6afe49c0a58bab46e13fc4eb55f"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=9&revision=4"
"knb-lter-nwt.9.4"	"EDI"						"lter"	"lternwt@colorado.edu"	"Caine, T. 2021. Stream water chemistry data for Green Lake 5 outlet, 1984 - ongoing. ver 12. Environmental Data Initiative. https://doi.org/10.6073/pasta/effe6d9f1a764ebaccb7ae9b28cba7a5"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=9&revision=4"
"knb-lter-nwt.9.4"	"EDI"						"lter"	"lternwt@colorado.edu"	"Williams, M. 2021. Stream water chemistry data for Saddle stream (007), 1994 - ongoing. ver 4. Environmental Data Initiative. https://doi.org/10.6073/pasta/d8a48465249f41936816a5d0d1d22e87"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=9&revision=4"
"knb-lter-nwt.9.4"	"EDI"						"lter"	"lternwt@colorado.edu"	"Caine, N. and Niwot Ridge LTER. 2021. Streamflow data for outlet from Navajo meadow, 1994 - 2014 ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/e2abf6afe49c0a58bab46e13fc4eb55f"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=9&revision=4"
"knb-lter-nwt.9.4"	"EDI"						"lter"	"lternwt@colorado.edu"	"Caine, T. 2021. Stream water chemistry data for Green Lake 5 outlet, 1984 - ongoing. ver 12. Environmental Data Initiative. https://doi.org/10.6073/pasta/effe6d9f1a764ebaccb7ae9b28cba7a5"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=9&revision=4"
"knb-lter-nwt.9.4"	"EDI"						"lter"	"lternwt@colorado.edu"	"Williams, M. 2021. Stream water chemistry data for Saddle stream (007), 1994 - ongoing. ver 4. Environmental Data Initiative. https://doi.org/10.6073/pasta/d8a48465249f41936816a5d0d1d22e87"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-nwt&identifier=9&revision=4"
"knb-lter-pie.104.12"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W., C. Hopkinson, and Plum Island Ecosystems LTER. 2019. PIE LTER dissolved nutrient and particulate concentrations of freshwater inputs to the Plum Island estuarine system, Massachusetts, taken approximately monthly. ver 11. Environmental Data Initiative. https://doi.org/10.6073/pasta/c0b5810b932a7933abee0caafb16318b"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=104&revision=12"
"knb-lter-pie.104.12"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W., C. Hopkinson, and Plum Island Ecosystems LTER. 2019. PIE LTER dissolved nutrient and particulate concentrations of freshwater inputs to the Plum Island estuarine system, Massachusetts, taken approximately monthly. ver 11. Environmental Data Initiative. https://doi.org/10.6073/pasta/c0b5810b932a7933abee0caafb16318b"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=104&revision=12"
"knb-lter-pie.106.9"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and Plum Island Ecosystems LTER. 2021. PIE LTER nutrient samples collected by Sigma Autosampler between 2001 and 2017 in three headwater sites of contrasting land use, and at the Parker and Ipswich River Dams as they enter into the Plum Island Sound estuary, Massachusetts. ver 9. Environmental Data Initiative. https://doi.org/10.6073/pasta/91ab5dd187eeeca97b34a8af4a66ee42"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=106&revision=9"
"knb-lter-pie.106.9"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and Plum Island Ecosystems LTER. 2021. PIE LTER nutrient samples collected by Sigma Autosampler between 2001 and 2017 in three headwater sites of contrasting land use, and at the Parker and Ipswich River Dams as they enter into the Plum Island Sound estuary, Massachusetts. ver 9. Environmental Data Initiative. https://doi.org/10.6073/pasta/91ab5dd187eeeca97b34a8af4a66ee42"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=106&revision=9"
"knb-lter-pie.108.9"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and Plum Island Ecosystems LTER. 2019. PIE LTER time series of nutrient grab samples from Ipswich River and Parker River watershed catchments, Massachusetts, with frequency ranging from weekly to monthly between 2001 and 2019. ver 9. Environmental Data Initiative. https://doi.org/10.6073/pasta/465825142c5393363c707b1243dd4016"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=108&revision=9"
"knb-lter-pie.108.9"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and Plum Island Ecosystems LTER. 2019. PIE LTER time series of nutrient grab samples from Ipswich River and Parker River watershed catchments, Massachusetts, with frequency ranging from weekly to monthly between 2001 and 2019. ver 9. Environmental Data Initiative. https://doi.org/10.6073/pasta/465825142c5393363c707b1243dd4016"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=108&revision=9"
"knb-lter-pie.109.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2001, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a moderate sized, mixed land use (mainly forest) watershed, Fish Brook, Middleton, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/d8e7861ea399c37fd218715952e1fb8e"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=109&revision=5"
"knb-lter-pie.109.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2001, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a moderate sized, mixed land use (mainly forest) watershed, Fish Brook, Middleton, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/d8e7861ea399c37fd218715952e1fb8e"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=109&revision=5"
"knb-lter-pie.110.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a moderate sized, mixed land use (mainly forest) watershed, Fish Brook, Middleton, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/21234253de3cff827781a8fdcf8b862f"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=110&revision=5"
"knb-lter-pie.110.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a moderate sized, mixed land use (mainly forest) watershed, Fish Brook, Middleton, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/21234253de3cff827781a8fdcf8b862f"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=110&revision=5"
"knb-lter-pie.111.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2001, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/3cb4d516e036d1b2b85900a9232c24e2"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=111&revision=5"
"knb-lter-pie.111.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2001, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/3cb4d516e036d1b2b85900a9232c24e2"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=111&revision=5"
"knb-lter-pie.112.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/386c87717d4575f6ce2261c4b09f00bd"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=112&revision=5"
"knb-lter-pie.112.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/386c87717d4575f6ce2261c4b09f00bd"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=112&revision=5"
"knb-lter-pie.112.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/386c87717d4575f6ce2261c4b09f00bd"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=112&revision=5"
"knb-lter-pie.112.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/386c87717d4575f6ce2261c4b09f00bd"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=112&revision=5"
"knb-lter-pie.113.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2003, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/35fffe70ab962fdf7789ae5ae8a1d643"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=113&revision=5"
"knb-lter-pie.113.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2003, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/35fffe70ab962fdf7789ae5ae8a1d643"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=113&revision=5"
"knb-lter-pie.114.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and C. Vorosmarty. 2014. Year 2001, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH on the Ipswich R. mainstem at North Reading, just upstream of Rt. 28 (~48 km2 drainage area). ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/b71c0da20e68cdab9ddf390f58e75956"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=114&revision=5"
"knb-lter-pie.114.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and C. Vorosmarty. 2014. Year 2001, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH on the Ipswich R. mainstem at North Reading, just upstream of Rt. 28 (~48 km2 drainage area). ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/b71c0da20e68cdab9ddf390f58e75956"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=114&revision=5"
"knb-lter-pie.115.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and C. Vorosmarty. 2014. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH on the Ipswich R. mainstem at North Reading, just upstream of Rt. 28 (~48 km2 drainage area). ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/3f73c76c496834a437da817de95c8138"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=115&revision=5"
"knb-lter-pie.115.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and C. Vorosmarty. 2014. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH on the Ipswich R. mainstem at North Reading, just upstream of Rt. 28 (~48 km2 drainage area). ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/3f73c76c496834a437da817de95c8138"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=115&revision=5"
"knb-lter-pie.116.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and C. Vorosmarty. 2014. Year 2003, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH on the Ipswich R. mainstem at North Reading, just upstream of Rt. 28 (~48 km2 drainage area). ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/eb84e2dfdfdb96dd0c1b8da9654592ec"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=116&revision=5"
"knb-lter-pie.116.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. and C. Vorosmarty. 2014. Year 2003, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH on the Ipswich R. mainstem at North Reading, just upstream of Rt. 28 (~48 km2 drainage area). ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/eb84e2dfdfdb96dd0c1b8da9654592ec"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=116&revision=5"
"knb-lter-pie.117.6"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2014. Year 2001, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a highly suburban catchment (72% residential), Saw Mill Brook, Burlington, MA. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/2dde8566e58b53886f7a674c54eb071f"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=117&revision=6"
"knb-lter-pie.117.6"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2014. Year 2001, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a highly suburban catchment (72% residential), Saw Mill Brook, Burlington, MA. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/2dde8566e58b53886f7a674c54eb071f"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=117&revision=6"
"knb-lter-pie.118.6"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2014. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a highly suburban catchment (72% residential), Saw Mill Brook, Burlington, MA. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/c8b11955753d81d168ad0e8faa467a6d"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=118&revision=6"
"knb-lter-pie.118.6"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2014. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a highly suburban catchment (72% residential), Saw Mill Brook, Burlington, MA. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/c8b11955753d81d168ad0e8faa467a6d"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=118&revision=6"
"knb-lter-pie.118.6"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2014. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a highly suburban catchment (72% residential), Saw Mill Brook, Burlington, MA. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/c8b11955753d81d168ad0e8faa467a6d"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=118&revision=6"
"knb-lter-pie.118.6"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2014. Year 2002, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining a highly suburban catchment (72% residential), Saw Mill Brook, Burlington, MA. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/c8b11955753d81d168ad0e8faa467a6d"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=118&revision=6"
"knb-lter-pie.140.6"	"EDI"						"lter"	"pie_im@mbl.edu"	"Hopkinson, C. 2013. Year 2003, meteorological data, 15 minute intervals, from weather station located at the Governor's Academy located in Byfield, MA. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/cb23097fefc6beffdcb3c0f8cfdefee5"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=140&revision=6"
"knb-lter-pie.140.6"	"EDI"						"lter"	"pie_im@mbl.edu"	"Hopkinson, C. 2013. Year 2003, meteorological data, 15 minute intervals, from weather station located at the Governor's Academy located in Byfield, MA. ver 6. Environmental Data Initiative. https://doi.org/10.6073/pasta/cb23097fefc6beffdcb3c0f8cfdefee5"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=140&revision=6"
"knb-lter-pie.141.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Hopkinson, C. 2013. Year 2004, meteorological data, 15 minute intervals, from weather station located at the Governor's Academy located in Byfield, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/11618becd0ca066d2cb0aedf24fa91b6"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=141&revision=5"
"knb-lter-pie.141.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Hopkinson, C. 2013. Year 2004, meteorological data, 15 minute intervals, from weather station located at the Governor's Academy located in Byfield, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/11618becd0ca066d2cb0aedf24fa91b6"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=141&revision=5"
"knb-lter-pie.142.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Hopkinson, C. 2013. Year 2005, meteorological data, 15 minute intervals, from weather station located at the Governor's Academy located in Byfield, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/77a805536619c0bab5d431db72f357f1"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=142&revision=5"
"knb-lter-pie.142.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Hopkinson, C. 2013. Year 2005, meteorological data, 15 minute intervals, from weather station located at the Governor's Academy located in Byfield, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/77a805536619c0bab5d431db72f357f1"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=142&revision=5"
"knb-lter-pie.143.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Hopkinson, C. 2013. Year 2006, meteorological data, 15 minute intervals, from weather station located at the Governor's Academy located in Byfield, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/55b96197512f2df77562d85f4055670b"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=143&revision=5"
"knb-lter-pie.143.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Hopkinson, C. 2013. Year 2006, meteorological data, 15 minute intervals, from weather station located at the Governor's Academy located in Byfield, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/55b96197512f2df77562d85f4055670b"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=143&revision=5"
"knb-lter-pie.148.3"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2004, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/c21214bb382cfc24a79ddc24c947fe26"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=148&revision=3"
"knb-lter-pie.148.3"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2004, 15 minute measurements of stage, water temperature, conductivity, dissolved oxygen, and pH in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/c21214bb382cfc24a79ddc24c947fe26"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=148&revision=3"
"knb-lter-pie.149.3"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2005, 15-30 minute measurements of stage, water temperature and conductivity in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/fda6bf25ec5b3535d80a53be8c155e10"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=149&revision=3"
"knb-lter-pie.149.3"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2005, 15-30 minute measurements of stage, water temperature and conductivity in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/fda6bf25ec5b3535d80a53be8c155e10"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=149&revision=3"
"knb-lter-pie.150.3"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2006, 15-30 minute measurements of stage, water temperature, and conductivity in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/f730cd88f983a89186d095c7119dfb28"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=150&revision=3"
"knb-lter-pie.150.3"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2006, 15-30 minute measurements of stage, water temperature, and conductivity in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Cr., Newbury, MA. ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/f730cd88f983a89186d095c7119dfb28"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=150&revision=3"
"knb-lter-pie.151.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2007, 10 minute measurements of stage, water temperature in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Creek, Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/03ae50195d3e060c3c3ad554d78a9fb8"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=151&revision=5"
"knb-lter-pie.151.5"	"EDI"						"lter"	"pie_im@mbl.edu"	"Wollheim, W. 2013. Year 2007, 10 minute measurements of stage, water temperature in a small headwater stream draining draining a mainly forested catchment (55% forest + 19% wetland), Cart Creek, Newbury, MA. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/03ae50195d3e060c3c3ad554d78a9fb8"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pie&identifier=151&revision=5"
